"rowID","UTC","apparent_temperature","cloudcover","cloudcover_high","cloudcover_low","cloudcover_mid","dewpoint_2m","et0_fao_evapotranspiration","is_day","precipitation","pressure_msl","rain","relativehumidity_2m","snowfall","soil_moisture_0_to_7cm","soil_moisture_100_to_255cm","soil_moisture_28_to_100cm","soil_moisture_7_to_28cm","soil_temperature_0_to_7cm","soil_temperature_100_to_255cm","soil_temperature_28_to_100cm","soil_temperature_7_to_28cm","surface_pressure","temperature_2m","vapor_pressure_deficit","winddirection_100m","winddirection_10m","windgusts_10m","windspeed_100m","windspeed_10m","Irr0","POAb","POAd","POAg","aoi","apparent_elevation","apparent_zenith","azimuth","dhi","dni","elevation","equation_of_time","ghi","surface_azimuth","surface_tilt","tracker_theta","zenith","Irr","year","PLANT"
"Row12900","2024-01-01 10:00:00+00:00",13.9,93,92,3,2,8.6,0.14,1,0,1015.4,0,62,0,0.194,0.203,0.179,0.229,12.2,19.2,13.7,11.6,1006.2,15.8,0.68,205,192,24.8,15.9,10.7,492.0360069574024,404.4824182730268,50.67167278729314,36.881915897082514,58.56175323689205,22.387474736615182,67.61252526338482,157.673385202569,58.33672973135612,776.8308809110508,22.346910743794357,-3.262073827903199,354.4691026075058,89.9999998993818,42.28880354432797,42.28880354432797,67.65308925620565,165.07316666666668,2024,"plant_1"
"Row12901","2024-01-01 11:00:00+00:00",14.7,20,18,2,0,8.8,0.19,1,0,1015.1,0,59,0,0.194,0.203,0.179,0.228,13.5,19.2,13.7,11.7,1005.9,16.9,0.79,211,203,25.9,17.6,12.9,433.3035845253302,364.6063976879247,61.13708679769001,7.560100039715398,63.3254835030156,25.2982084386606,64.7017915613394,172.3952750089941,62.593958037971504,812.387231204932,25.26285434781262,-3.281771318354004,409.774559009236,89.9999993099405,15.399901254143678,15.399901254143694,64.73714565218738,232.7551666666667,2024,"plant_1"
"Row12902","2024-01-01 12:00:00+00:00",15.2,89,89,1,0,8.8,0.24,1,0,1014.4,0,56,0,0.193,0.203,0.179,0.228,14.6,19.2,13.7,11.9,1005.3,17.6,0.88,224,219,29.2,19.9,14.3,433.4254458938567,364.70135666109945,61.13260881962517,7.591480413132046,63.31836096440217,25.29927313539143,64.70072686460857,187.6279914094496,62.595445154305935,812.3989436445714,25.26392074445468,-3.3014603922068395,409.79463409128107,270.000000519419,15.443212885763586,-15.443212885763597,64.73607925554533,286.98100000000005,2024,"plant_1"
"Row12903","2024-01-01 13:00:00+00:00",16,47,46,1,2,8.8,0.24,1,0,1013.8,0,55,0,0.192,0.203,0.179,0.228,15.5,19.2,13.7,12.1,1004.7,18.1,0.94,232,230,29.2,16.4,12.3,492.315622066679,404.7184629272011,50.66718794281501,36.92997119666288,58.54313090798292,22.39053266577732,67.60946733422269,202.3513569940674,58.341420637202816,776.872326605103,22.349974814183,-3.321141013818002,354.52759624793447,270.00000027238417,42.314475524142985,-42.314475524142985,67.650025185817,189.7054444444444,2024,"plant_1"
"Row12904","2024-01-01 14:00:00+00:00",15.3,63,59,0,9,6.7,0.25,1,0,1013.6,0,45,0,0.192,0.203,0.179,0.228,16.3,19.2,13.7,12.4,1004.5,18.8,1.18,254,254,35.6,25.4,18.3,508.03310522478847,426.6476911074874,38.455758449071865,42.92965566822907,51.286300348504994,16.930136078509175,73.06986392149084,215.7919343287312,49.00349073267764,684.2822427365181,16.87526129181792,-3.340813147641408,249.40813036351423,270,55.29440820914855,-55.29440820914855,73.1247387081821,52.73183333333333,2024,"plant_1"
"Row12905","2024-01-01 15:00:00+00:00",14.8,100,100,0,94,7.4,0.18,1,0,1013.7,0,50,0,0.191,0.203,0.179,0.228,16.2,19.2,13.7,12.6,1004.6,17.9,1.03,255,254,35.6,25.3,16.9,275.8795419854086,238.50497687939628,27.900353764192243,9.474211341820082,59.87976551837479,9.4767197080486,80.5232802919514,227.68973600263723,30.945048212020826,455.2169490305471,9.376329403458875,-3.360476758122483,109.97413204856376,270.0000002429138,31.70977515588816,-31.709775155888163,80.62367059654113,23.167722222222224,2024,"plant_1"
"Row12906","2024-01-01 16:00:00+00:00",14.6,100,100,0,93,7.8,0.09,1,0,1013.9,0,56,0,0.191,0.203,0.179,0.228,15.7,19.2,13.7,12.8,1004.8,16.8,0.85,254,251,29.2,19.8,11,15.72359295635409,11.81270146284342,3.8605166674479423,0.0503748260627251,47.74149268117369,0.6061099138093352,89.39389008619065,238.20775430311656,3.89008872756162,59.77039141211185,0.3893204701151768,-3.380131809616311,7.788280239810404,157.50000072694073,3.910350387735001,-3.910350387735011,89.61067952988482,7.205758620689655,2024,"plant_1"
"Row12907","2024-01-01 17:00:00+00:00",13.7,100,100,0,100,7.9,0.06,0,0,1014.1,0,61,0,0.191,0.203,0.179,0.228,15,19.2,13.7,13,1004.9,15.5,0.7,243,234,18.7,18.5,9.3,0,0,0,0,0,-9.639016319782376,99.6390163197824,247.73051237094523,0,0,-9.639016319782376,-3.3997782666344087,0,0,0,0,99.6390163197824,0,2024,"plant_1"
"Row12908","2024-01-01 18:00:00+00:00",12.9,100,100,0,26,8,0.04,0,0,1014.3,0,63,0,0.191,0.203,0.179,0.228,14.4,19.2,13.7,13.1,1005.1,15,0.63,235,224,18.4,21.2,10.9,0,0,0,0,0,-20.358464571100672,110.35846457110068,256.74769907343097,0,0,-20.358464571100672,-3.4194160936355424,0,0,0,0,110.35846457110068,0.0687058823529411,2024,"plant_1"
"Row12909","2024-01-01 19:00:00+00:00",11.7,100,100,0,68,8.2,0.02,0,0,1014.5,0,70,0,0.191,0.203,0.179,0.228,13.7,19.2,13.7,13.1,1005.2,13.5,0.46,237,228,18.7,21.9,9.2,0,0,0,0,0,-31.48233908319296,121.48233908319298,265.86555886971456,0,0,-31.48233908319296,-3.43904525501542,0,0,0,0,121.48233908319298,0.1396287878787878,2024,"plant_1"
"Row12910","2024-01-01 20:00:00+00:00",11.8,100,100,4,58,8.4,0.02,0,0,1014.8,0,71,0,0.191,0.203,0.179,0.228,13.2,19.2,13.7,13.2,1005.5,13.5,0.45,245,238,16.2,21.4,8.9,0,0,0,0,0,-42.73022932099462,132.73022932099462,275.9698136009228,0,0,-42.73022932099462,-3.458665715320118,0,0,0,0,132.73022932099462,0.0062222222222222,2024,"plant_1"
"Row12911","2024-01-01 21:00:00+00:00",11.1,100,100,0,40,8.4,0.01,0,0,1014.6,0,74,0,0.191,0.203,0.179,0.228,12.7,19.2,13.7,13.2,1005.3,12.8,0.38,246,238,15.5,21.3,8.9,0,0,0,0,0,-53.71637777005835,143.71637777005833,288.68973535832566,0,0,-53.71637777005835,-3.4782774390217432,0,0,0,0,143.71637777005833,0.0661111111111111,2024,"plant_1"
"Row12912","2024-01-01 22:00:00+00:00",10.7,100,100,0,39,8.3,0.03,0,0,1014.9,0,73,0,0.191,0.203,0.179,0.228,12.4,19.2,13.7,13.1,1005.6,13,0.4,253,248,20.5,25.2,12.4,0,0,0,0,0,-63.64007841304923,153.64007841304925,307.59187890309755,0,0,-63.64007841304923,-3.49788039056754,0,0,0,0,153.64007841304925,0.0713333333333333,2024,"plant_1"
"Row12913","2024-01-01 23:00:00+00:00",10.5,100,100,0,57,8.4,0.03,0,0,1015.2,0,74,0,0.191,0.203,0.179,0.228,12.3,19.2,13.7,13.1,1005.9,12.9,0.39,260,260,23.4,25.9,13.9,0,0,0,0,0,-70.40275455065878,160.40275455065878,339.1398705488256,0,0,-70.40275455065878,-3.517474534533904,0,0,0,0,160.40275455065878,0.0088235294117647,2024,"plant_1"
"Row12914","2024-01-02 00:00:00+00:00",9.9,100,100,0,93,8.7,0.03,0,0,1015.4,0,77,0,0.191,0.203,0.179,0.228,12.2,19.2,13.7,13.1,1006.1,12.7,0.34,274,272,28.4,28.9,16.9,0,0,0,0,0,-70.42442429901031,160.42442429901027,20.607331395790485,0,0,-70.42442429901031,-3.537059835411734,0,0,0,0,160.42442429901027,0.0069230769230769,2024,"plant_1"
"Row12915","2024-01-02 01:00:00+00:00",9.6,100,100,0,99,8.6,0.03,0,0,1015.4,0,77,0,0.191,0.203,0.179,0.228,12.2,19.2,13.7,13,1006.1,12.4,0.33,279,280,29.5,27.7,17.2,0,0,0,0,0,-63.68849928089841,153.68849928089847,52.23976903309494,0,0,-63.68849928089841,-3.5566362576961787,0,0,0,0,153.68849928089847,0,2024,"plant_1"
"Row12916","2024-01-02 02:00:00+00:00",9.8,100,100,0,100,9,0.03,0,0,1015.5,0,78,0,0.192,0.203,0.18,0.228,12.7,19.2,13.8,13,1006.2,12.7,0.32,284,281,31,30.4,18.4,0,0,0,0,0,-53.77298947211768,143.77298947211764,71.1922648669712,0,0,-53.77298947211768,-3.5762037659715133,0,0,0,0,143.77298947211764,0.0311176470588235,2024,"plant_1"
"Row12917","2024-01-02 03:00:00+00:00",9.5,100,100,2,85,8.7,0.02,0,0,1015.8,0,79,0,0.192,0.203,0.18,0.228,12.5,19.2,13.8,13,1006.5,12.2,0.3,280,280,32,28.2,16.5,0,0,0,0,0,-42.787082616814985,132.787082616815,83.93291165998163,0,0,-42.787082616814985,-3.595762324785634,0,0,0,0,132.787082616815,0,2024,"plant_1"
"Row12918","2024-01-02 04:00:00+00:00",9.4,98,98,0,3,8.6,0.02,0,0,1015.7,0,80,0,0.192,0.203,0.18,0.228,12.2,19.2,13.8,13,1006.4,11.9,0.28,276,273,28.8,24.6,14.4,0,0,0,0,0,-31.53542523594532,121.53542523594534,94.04443325614226,0,0,-31.53542523594532,-3.615311898657334,0,0,0,0,121.53542523594534,0,2024,"plant_1"
"Row12919","2024-01-02 05:00:00+00:00",8.9,17,4,1,13,8.3,0.01,0,0,1016.1,0,82,0,0.192,0.203,0.18,0.227,11.8,19.2,13.8,12.9,1006.8,11.2,0.24,281,279,24.8,25.3,13.1,0,0,0,0,0,-20.40474007506033,110.40474007506032,103.16276273351043,0,0,-20.40474007506033,-3.6348524522200014,0,0,0,0,110.40474007506032,0.0101555555555555,2024,"plant_1"
"Row12920","2024-01-02 06:00:00+00:00",8,6,0,6,0,8.2,0.01,0,0,1016.3,0,86,0,0.192,0.203,0.18,0.227,11.4,19.2,13.8,12.9,1006.9,10.5,0.18,281,279,23.8,25.7,13.8,0,0,0,0,0,-9.675407116132218,99.67540711613223,112.17628575122136,0,0,-9.675407116132218,-3.654383950033055,0,0,0,0,99.67540711613223,0.0134583333333333,2024,"plant_1"
"Row12921","2024-01-02 07:00:00+00:00",7.7,4,0,4,1,8,0,0,0,1016.8,0,88,0,0.192,0.203,0.18,0.227,11,19.2,13.8,12.8,1007.4,9.9,0.15,280,274,23.4,23.7,11.5,15.41381492976662,11.531863773028867,3.832745608150619,0.0492055485871349,47.77425807226416,0.5843431612345963,89.4156568387654,121.69266636474582,3.861889599645975,58.456879565851466,0.3663418796171494,-3.6739063566516657,7.667404667041427,52.49999816081817,3.878695546325162,3.8786955463251616,89.63365812038285,13.747870967741935,2024,"plant_1"
"Row12922","2024-01-02 08:00:00+00:00",7.7,0,0,0,0,7.7,0.02,1,0,1017.4,0,85,0,0.192,0.203,0.18,0.227,10.8,19.2,13.8,12.7,1008,10.1,0.18,273,260,20.5,23.1,12.4,274.4707475843769,237.01065555705145,28.052863801965884,9.407228225359644,59.890797291340654,9.47137012254554,80.52862987745446,132.20308306759532,31.10033877557861,452.2350566261744,9.370895566967024,-3.693419636729232,109.6191664875852,89.9999996112412,31.61953710233406,31.61953710233406,80.62910443303298,146.4813333333333,2024,"plant_1"
"Row12923","2024-01-02 09:00:00+00:00",9.5,0,0,0,0,8.1,0.06,1,0,1017.8,0,78,0,0.192,0.203,0.18,0.227,11.3,19.2,13.8,12.6,1008.5,11.9,0.31,272,259,22.7,23.4,12.8,507.9692717275771,426.3111862853853,38.728519947089175,42.92956549510268,51.18527979598096,16.946704452181866,73.05329554781814,144.09458262328454,49.35324282599257,682.2445437704149,16.89188066810732,-3.7129237548767073,249.3637144415071,89.9999999288522,55.29885517228988,55.29885517228988,73.10811933189267,314.0222222222222,2024,"plant_1"
"Row12924","2024-01-02 10:00:00+00:00",11.4,0,0,0,0,8,0.13,1,0,1018.1,0,69,0,0.192,0.203,0.18,0.227,12.3,19.2,13.8,12.6,1008.8,13.6,0.49,274,273,24.1,16.6,11.9,493.2921088159624,405.1643915911214,51.02760283889143,37.100114385949645,58.43686255719677,22.433092558475565,67.56690744152444,157.5342218533353,58.78716259121827,775.3843336043865,22.39261696552931,-3.732418675683221,354.94249747122905,90,42.39491687498861,42.39491687498861,67.6073830344707,332.12522222222225,2024,"plant_1"
"Row12925","2024-01-02 11:00:00+00:00",12.4,0,0,0,0,7.5,0.19,1,0,1018.2,0,62,0,0.191,0.203,0.18,0.227,13.5,19.2,13.8,12.6,1008.9,14.6,0.63,289,293,24.1,14.5,11,434.7050286293306,365.387626010988,61.60324911838829,7.71415349995436,63.22321795075536,25.369587476957676,64.63041252304232,172.26645699977257,63.098456535052776,811.2519001920722,25.334344736101624,-3.751904363825816,410.7080618660989,89.99999863282419,15.600333455007894,15.6003334550079,64.66565526389837,299.4746111111111,2024,"plant_1"
"Row12926","2024-01-02 12:00:00+00:00",13.2,18,18,0,0,7.2,0.22,1,0,1017.6,0,59,0,0.19,0.203,0.18,0.227,14.5,19.1,13.8,12.7,1008.4,15.2,0.71,295,304,24.1,11.9,9.1,434.207850376938,365.0948869391155,61.69666514464046,7.416298293181966,63.256418988066,25.39432139187896,64.60567860812105,187.51925243704252,63.13310318073092,811.5235776008894,25.359117905796865,-3.77138078395789,411.17409868184586,270.0000009633392,15.173507222254472,-15.173507222254472,64.64088209420315,277.6984444444445,2024,"plant_1"
"Row12927","2024-01-02 13:00:00+00:00",13.8,27,21,7,0,7,0.22,1,0,1017.1,0,56,0,0.19,0.203,0.179,0.227,15.3,19.1,13.8,12.9,1007.9,15.6,0.78,307,323,21.2,9.5,7.7,492.6417386695171,404.7092474811455,51.23637882975628,36.69611235861531,58.52077852701129,22.50401708251721,67.49598291748279,202.2685630928981,58.896308981059605,776.3435952249915,22.463682985123917,-3.790847900693431,356.2983939997908,270.0000000711478,42.05536476359655,-42.05536476359656,67.53631701487608,325.6108333333333,2024,"plant_1"
"Row12928","2024-01-02 14:00:00+00:00",13.8,70,41,48,5,6.5,0.18,1,0,1016.5,0,54,0,0.188,0.203,0.179,0.226,15.7,19.1,13.8,13.1,1007.3,15.8,0.83,345,357,21.2,9.7,7.9,509.1411471073697,426.98840285604416,38.90305562243869,43.24968862888682,51.26734247819118,17.055712198998044,72.94428780100196,215.73495011167932,49.563800834007246,684.54135198081,17.001260039562933,-3.8103056787495007,251.46415389807527,270,55.27468455457594,-55.27468455457594,72.99873996043708,315.6756666666667,2024,"plant_1"
"Row12929","2024-01-02 15:00:00+00:00",12.7,77,70,22,0,8.7,0.12,1,0,1016.7,0,69,0,0.187,0.203,0.179,0.226,15.5,19.1,13.8,13.2,1007.4,14.4,0.51,46,48,20.5,11.5,9.7,280.86578801258474,242.6144689866928,28.33247232255289,9.9188467033391,59.45696630822152,9.608336898885296,80.3916631011147,227.65450602002568,31.52526837736917,458.1200567839466,9.509344395483495,-3.8297540828025376,112.01256507883694,270.0000004858276,32.29108115295786,-32.291081152957865,80.49065560451652,158.57094444444445,2024,"plant_1"
"Row12930","2024-01-02 16:00:00+00:00",10.8,100,100,2,0,8.6,0.07,1,0,1016.9,0,74,0,0.187,0.203,0.179,0.226,14.8,19.1,13.8,13.3,1007.6,13,0.39,92,88,21.6,18.4,12.6,16.859497407330252,12.69435883963436,4.108366955372997,0.0567716123228977,47.5143276935664,0.7352757777258287,89.26472422227418,238.18930807798367,4.141511247300794,62.53956720044052,0.5257465668261013,-3.849193077497451,8.33064969573672,157.50000193954614,4.097859048957861,-4.097859048957861,89.4742534331739,11.58151612903226,2024,"plant_1"
"Row12931","2024-01-02 17:00:00+00:00",10,81,78,13,0,8.2,0.03,0,0,1017.1,0,78,0,0.187,0.203,0.179,0.226,13.8,19.1,13.8,13.4,1007.8,11.9,0.31,117,123,22,17.7,9.9,0,0,0,0,0,-9.501288401547166,99.50128840154716,247.7245659877973,0,0,-9.501288401547166,-3.868622627593141,0,0,0,0,99.50128840154716,0.0052307692307692,2024,"plant_1"
"Row12932","2024-01-02 18:00:00+00:00",9.1,98,98,13,0,7.9,0.01,0,0,1017.4,0,81,0,0.187,0.203,0.179,0.226,13,19.1,13.8,13.4,1008,11.1,0.26,162,162,18.4,17.4,10.2,0,0,0,0,0,-20.22046196536682,110.22046196536682,256.7508706106908,0,0,-20.22046196536682,-3.888042697803636,0,0,0,0,110.22046196536682,0.0011538461538461,2024,"plant_1"
"Row12933","2024-01-02 19:00:00+00:00",8.3,48,48,1,0,5.9,0.01,0,0,1017.7,0,73,0,0.187,0.203,0.179,0.226,12.2,19.1,13.8,13.3,1008.3,10.4,0.34,224,204,17.3,18.1,7.9,0,0,0,0,0,-31.34434871192788,121.34434871192786,265.8746670096276,0,0,-31.34434871192788,-3.9074532527920383,0,0,0,0,121.34434871192786,0,2024,"plant_1"
"Row12934","2024-01-02 20:00:00+00:00",8.1,100,100,2,0,5.2,0.03,0,0,1017.9,0,67,0,0.187,0.203,0.179,0.226,11.6,19.1,13.8,13.3,1008.5,11,0.43,234,229,19.8,25.8,12,0,0,0,0,0,-42.59206112766248,132.5920611276625,275.9798225616125,0,0,-42.59206112766248,-3.926854257363933,0,0,0,0,132.5920611276625,0,2024,"plant_1"
"Row12935","2024-01-02 21:00:00+00:00",8,100,100,2,0,5.5,0.04,0,0,1017.5,0,68,0,0.187,0.203,0.179,0.226,11.3,19.1,13.8,13.2,1008.1,11.1,0.42,224,217,23.8,28,13.9,0,0,0,0,0,-53.57791672084216,143.57791672084215,288.6871196863798,0,0,-53.57791672084216,-3.946245676247296,0,0,0,0,143.57791672084215,0.0073809523809523,2024,"plant_1"
"Row12936","2024-01-02 22:00:00+00:00",8.2,92,92,1,6,5.6,0.04,0,0,1017.1,0,68,0,0.187,0.203,0.179,0.225,11.1,19.1,13.9,13.1,1007.7,11.3,0.43,216,212,24.8,27.1,14.4,0,0,0,0,0,-63.50424454700204,153.504244547002,307.5310919963721,0,0,-63.50424454700204,-3.965627474157373,0,0,0,0,153.504244547002,0,2024,"plant_1"
"Row12937","2024-01-02 23:00:00+00:00",8.5,100,100,1,3,5.7,0.02,0,0,1017,0,69,0,0.187,0.203,0.179,0.225,10.9,19.1,13.9,13,1007.6,11.1,0.41,220,214,23.8,22.5,10.4,0,0,0,0,0,-70.28895945675784,160.2889594567578,338.9084564736676,0,0,-70.28895945675784,-3.9849996159124808,0,0,0,0,160.2889594567578,0,2024,"plant_1"
"Row12938","2024-01-03 00:00:00+00:00",7.9,100,100,1,4,5.6,0.01,0,0,1016.7,0,74,0,0.187,0.203,0.179,0.225,10.5,19.1,13.9,12.9,1007.3,10,0.32,222,212,17.3,17.8,6.8,0,0,0,0,0,-70.3711023407845,160.37110234078446,20.23026568773629,0,0,-70.3711023407845,-4.004362066298806,0,0,0,0,160.37110234078446,0.0230588235294117,2024,"plant_1"
"Row12939","2024-01-03 01:00:00+00:00",5.5,100,100,1,5,5.2,0.01,0,0,1016,0,81,0,0.187,0.203,0.179,0.225,10,19.1,13.9,12.7,1006.6,8.3,0.21,224,201,13.3,17.1,11.2,0,0,0,0,0,-63.68974072782465,153.6897407278246,51.923869932975386,0,0,-63.68974072782465,-4.023714790035835,0,0,0,0,153.6897407278246,0.1095757575757576,2024,"plant_1"
"Row12940","2024-01-03 02:00:00+00:00",8.8,100,100,5,90,4.8,0.03,0,0,1015.7,0,64,0,0.187,0.203,0.179,0.225,10.1,19.1,13.9,12.6,1006.4,11.5,0.49,238,232,18,22,10,0,0,0,0,0,-53.79934606145061,143.79934606145062,70.95909516063553,0,0,-53.79934606145061,-4.043057751991,0,0,0,0,143.79934606145062,0.2363620689655172,2024,"plant_1"
"Row12941","2024-01-03 03:00:00+00:00",9.6,100,99,1,99,5.3,0.04,0,0,1015.3,0,62,0,0.187,0.203,0.179,0.225,10.4,19.1,13.9,12.5,1006,12.5,0.56,245,240,19.8,22.7,12.1,0,0,0,0,0,-42.82211131518645,132.82211131518645,83.74803844902978,0,0,-42.82211131518645,-4.062390916957763,0,0,0,0,132.82211131518645,0.2608448275862067,2024,"plant_1"
"Row12942","2024-01-03 04:00:00+00:00",9.6,100,100,1,100,5.8,0.04,0,0,1014.6,0,63,0,0.187,0.203,0.179,0.225,10.7,19.1,13.9,12.4,1005.3,12.6,0.53,241,233,21.2,24.7,13.1,0,0,0,0,0,-31.57093609702864,121.57093609702864,93.88547163585396,0,0,-31.57093609702864,-4.08171424971503,0,0,0,0,121.57093609702864,0.1135873015873015,2024,"plant_1"
"Row12943","2024-01-03 05:00:00+00:00",10.1,100,100,1,30,6,0.04,0,0,1014.3,0,63,0,0.187,0.203,0.179,0.225,11,19.1,13.9,12.4,1005,12.9,0.55,238,229,23.8,23.5,12,0,0,0,0,0,-20.43565166439167,110.43565166439168,103.0169736111763,0,0,-20.43565166439167,-4.101027715144785,0,0,0,0,110.43565166439168,0.1084444444444444,2024,"plant_1"
"Row12944","2024-01-03 06:00:00+00:00",9.6,100,100,2,58,6.1,0.01,0,0,1014.4,0,69,0,0.187,0.203,0.179,0.225,10.9,19.1,13.9,12.3,1005.1,11.6,0.43,250,240,20.2,18.8,7.1,0,0,0,0,0,-9.69764458881893,99.69764458881892,112.03588715888525,0,0,-9.69764458881893,-4.12033127807869,0,0,0,0,99.69764458881892,0.054,2024,"plant_1"
"Row12945","2024-01-03 07:00:00+00:00",8.5,100,100,2,100,6.2,0.02,0,0,1014.2,0,73,0,0.187,0.203,0.179,0.225,10.6,19.1,13.9,12.2,1004.9,10.9,0.36,250,228,13,16.9,10.2,15.227987603613116,11.351694110028449,3.827689374162441,0.0486041194222278,47.78496890058072,0.575231966293626,89.4247680337064,121.55271492395336,3.856695019968965,57.50578727642471,0.3567432256780787,-4.139624903324754,7.602754119480117,52.499997139400186,3.86332922361396,3.863329223613951,89.64325677432193,2.110722222222222,2024,"plant_1"
